date,nb_articles,titles,news
2024-06-13,28,"Philippines increases South China Sea patrols as Beijing set to roll out new trespass laws | Real estate 'popular hedge' against inflation in last two years: Report | Rebels launch bomb attack against Greek-owned ship in Red Sea | Red Flags: Russian Oil Tradecraft in the Mediterranean Sea | Proceedings - June 2024 Vol. 150/6/1,456 | Saudi Arabia’s Red Sea Global prepares Turtle Bay Hospital to offer healthcare to project’s 300,000 guests each year | Singapore port container logjam worsens as ships avoid Red Sea | Merchant vessel reports explosion in Red Sea | The Horn Of Africa States: The Troubled Western Rim Of The Indian Ocean And Red Sea – OpEd | UKMTO says it received report of incident north-west of Yemen Hudaydah | US military says it destroyed Houthi patrol boats, drone | Yemen’s Houthis say they targeted Greek-owned ship in Red Sea | Saudi Ministry of Health approves design for Turtle Bay Hospital | Mare Nostrum Revisited: Maritime Competition in the Mediterranean | PPI Report Threatens Yet Another Stock Market Crash Catalyst on June 13 | Houthis target three ships in Red Sea and Arabian Sea | 65 countries affected by Houthi attacks in Red Sea, including Iran: US intelligence | Are we sure China views sea power the same way the West does? | Iran’s Regional Influence And Military Muscle: Growing Military Capabilities And Role As Regional Power – OpEd | Bondada Engineering shares hit 5% upper circuit on securing ₹939 crore order from NLC India | China’s Do-Nothing Strategy in the Middle East | China’s maritime militia: the shadowy armada whose existence Beijing rarely acknowledges | Attacks on two vessels reported off the coast of Yemen | Fire breaks out on cargoship after further Red Sea missile strike | Greek bulker struck by sea drone in Red Sea | Houthi attacks take steady toll on international shipping | Houthi missile attack severely injures sailor, US says | Houthis target Israel’s Ashdod and Haifa | DIA Report on Houthi Attacks and Pressure on International Trade","Philippines increases South China Sea patrols as Beijing set to roll out new trespass laws | Real estate 'popular hedge' against inflation in last two years: Report | Rebels launch bomb attack against Greek-owned ship in Red Sea | Red Flags: Russian Oil Tradecraft in the Mediterranean Sea | Proceedings - June 2024 Vol. 150/6/1,456 | Saudi Arabia’s Red Sea Global prepares Turtle Bay Hospital to offer healthcare to project’s 300,000 guests each year | Singapore port container logjam worsens as ships avoid Red Sea | Merchant vessel reports explosion in Red Sea | The Horn Of Africa States: The Troubled Western Rim Of The Indian Ocean And Red Sea – OpEd | UKMTO says it received report of incident north-west of Yemen Hudaydah | US military says it destroyed Houthi patrol boats, drone | Yemen’s Houthis say they targeted Greek-owned ship in Red Sea | Saudi Ministry of Health approves design for Turtle Bay Hospital | Mare Nostrum Revisited: Maritime Competition in the Mediterranean | PPI Report Threatens Yet Another Stock Market Crash Catalyst on June 13 | Houthis target three ships in Red Sea and Arabian Sea | 65 countries affected by Houthi attacks in Red Sea, including Iran: US intelligence | Are we sure China views sea power the same way the West does? | Iran’s Regional Influence And Military Muscle: Growing Military Capabilities And Role As Regional Power – OpEd | Bondada Engineering shares hit 5% upper circuit on securing ₹939 crore order from NLC India | China’s Do-Nothing Strategy in the Middle East | China’s maritime militia: the shadowy armada whose existence Beijing rarely acknowledges | Attacks on two vessels reported off the coast of Yemen | Fire breaks out on cargoship after further Red Sea missile strike | Greek bulker struck by sea drone in Red Sea | Houthi attacks take steady toll on international shipping | Houthi missile attack severely injures sailor, US says | Houthis target Israel’s Ashdod and Haifa | DIA Report on Houthi Attacks and Pressure on International Trade"
2024-06-14,19,"S&P/TSX composite ends lower on Friday, U.S. stock markets mixed | Vietnam announces first-ever candidate to Int'l Tribunal for the Law of the Sea | US Navy facing 'most sustained combat since WWII' in Red Sea | US Navy faces its most intense combat since World War II against Yemen's Iran-backed Houthi rebels | US Military Destroys Iran-backed Houthi Patrol Boats and Drone | The UAE, Israel and a Test of Influence | Tesla Shareholders Approve Elon Musk's $56 Billion Pay Deal, Reincorporation In Texas | Singapore port container logjam worsens as ships avoid Red Sea | Russia Boosts Oil Revenues as Shipping and Trading Network Grows | Yemen’s Houthis claim attacks on 3 ships in past 24 hours | How Media Outlets on the Right and Left Covered the Latest Inflation Numbers (Published 2024) | Houthi missile attack severely injures sailor, US says | Houthi attack forces crew to abandon coal carrier in Red Sea | Gold +2.3% for Week in Euros as Paris Stock Market Sinks, Commodities Volatile | Crew evacuated from ship hit by Houthis | CMA CGM PSS from Asia to the Middle East Gulf, Red Sea & ISC | Best US Economy in 50 Years? | 5 Actions Investors Can Take Now | Oil market dynamics: The calm after the storm","S&P/TSX composite ends lower on Friday, U.S. stock markets mixed | Vietnam announces first-ever candidate to Int'l Tribunal for the Law of the Sea | US Navy facing 'most sustained combat since WWII' in Red Sea | US Navy faces its most intense combat since World War II against Yemen's Iran-backed Houthi rebels | US Military Destroys Iran-backed Houthi Patrol Boats and Drone | The UAE, Israel and a Test of Influence | Tesla Shareholders Approve Elon Musk's $56 Billion Pay Deal, Reincorporation In Texas | Singapore port container logjam worsens as ships avoid Red Sea | Russia Boosts Oil Revenues as Shipping and Trading Network Grows | Yemen’s Houthis claim attacks on 3 ships in past 24 hours | How Media Outlets on the Right and Left Covered the Latest Inflation Numbers (Published 2024) | Houthi missile attack severely injures sailor, US says | Houthi attack forces crew to abandon coal carrier in Red Sea | Gold +2.3% for Week in Euros as Paris Stock Market Sinks, Commodities Volatile | Crew evacuated from ship hit by Houthis | CMA CGM PSS from Asia to the Middle East Gulf, Red Sea & ISC | Best US Economy in 50 Years? | 5 Actions Investors Can Take Now | Oil market dynamics: The calm after the storm"
2024-06-15,9,US accuses Iran of ignoring Red Sea distress call from vessel hit by Houthi strike | US Navy warships are stuck in a Red Sea battle they can't fight forever | U.S. strikes Houthi radar sites after merchant sailor goes missing in Red Sea attack | The June edition of Hotelier Middle East is out now | In the blink of an eye: US ships must respond to Houthi missiles in a flash | Houthis attack 6th Filipino-crewed ship in Middle East | Cocoa prices are soaring. Candy makers will need to get creative | China’s new rules allow detention of foreigners in South China Sea | Rare drop in summer gas prices doesn’t eliminate pain at the pump,US accuses Iran of ignoring Red Sea distress call from vessel hit by Houthi strike | US Navy warships are stuck in a Red Sea battle they can't fight forever | U.S. strikes Houthi radar sites after merchant sailor goes missing in Red Sea attack | The June edition of Hotelier Middle East is out now | In the blink of an eye: US ships must respond to Houthi missiles in a flash | Houthis attack 6th Filipino-crewed ship in Middle East | Cocoa prices are soaring. Candy makers will need to get creative | China’s new rules allow detention of foreigners in South China Sea | Rare drop in summer gas prices doesn’t eliminate pain at the pump
2024-06-16,17,"Navy rescues merchant crew in the Red Sea, bombs Houthi sites as attacks continue | Yemen’s Houthis say they attacked 2 ships and American destroyer | US Navy in 'Most Intense Combat Since WWII' With Yemen's Houthis: Experts | US Naval Forces Rescue Crew From Bulk Carrier ‘Tutor’ | Stocks are sexy, but these market gurus see a generational opportunity in bonds | ‘Car Wars’ begin as US, EU and Turkey impose duties on Chinese electric vehicles - Chemicals and the Economy | Russia's military presence in Sudan boosts Africa strategy | Navy rescues crew from merchant vessel struck by Houthis in Red Sea | Singapore port container logjam worsens as ships avoid Red Sea | Middle East's answer to the Suez Canal transporting 17m barrels of oil every year | 6 charts that help explain why stocks are going up 📈 | 80 More Years of Oil The Big Attraction of Carbon Capture | Exclusive Deal! After 150+ Years, China May Access Sea Of Japan With Korean, Russian Help; Set To Ring Alarm Bells In Tokyo | Navy faces most intense running sea battle since WWII with Houthis | Houthi Attacks, Panama Canal: Disruptions Wreak Havoc On Global Supply Chains – Analysis | Inflation Relief: Here’s How a 2% Rate, Expected in 2025, Would Help Your Wallet | Five hotel winners at CID Awards 2024: Hospitality","Navy rescues merchant crew in the Red Sea, bombs Houthi sites as attacks continue | Yemen’s Houthis say they attacked 2 ships and American destroyer | US Navy in 'Most Intense Combat Since WWII' With Yemen's Houthis: Experts | US Naval Forces Rescue Crew From Bulk Carrier ‘Tutor’ | Stocks are sexy, but these market gurus see a generational opportunity in bonds | ‘Car Wars’ begin as US, EU and Turkey impose duties on Chinese electric vehicles - Chemicals and the Economy | Russia's military presence in Sudan boosts Africa strategy | Navy rescues crew from merchant vessel struck by Houthis in Red Sea | Singapore port container logjam worsens as ships avoid Red Sea | Middle East's answer to the Suez Canal transporting 17m barrels of oil every year | 6 charts that help explain why stocks are going up 📈 | 80 More Years of Oil The Big Attraction of Carbon Capture | Exclusive Deal! After 150+ Years, China May Access Sea Of Japan With Korean, Russian Help; Set To Ring Alarm Bells In Tokyo | Navy faces most intense running sea battle since WWII with Houthis | Houthi Attacks, Panama Canal: Disruptions Wreak Havoc On Global Supply Chains – Analysis | Inflation Relief: Here’s How a 2% Rate, Expected in 2025, Would Help Your Wallet | Five hotel winners at CID Awards 2024: Hospitality"
2024-06-17,18,"US Ally Captures Chinese and Russian Ship Positions | PHOTOS: B-52 Flies over Red Sea and Arabian Peninsula | Two vessels abandoned in Red Sea after Houthi attacks | Sudan army ‘greenlights’ Russia’s Red Sea navy base in exchange for arms | Stock Market Outlook: Dow 100,000 on Interest Rate Cuts, Earnings Growth | Sea freight charges up 500pc on delays, longer routes | Refining Margins Squeezed as Tepid Demand Casts Shadow Over U.S. Gasoline Market | Philippine ship, Chinese vessel collide in disputed South China Sea | U.S. Treasury Imposes New Sanctions to Cut Off Weapons to Houthis in Yemen (Published 2024) | News - Carrier Strike Group 2 Changes Command in the Red Sea | Defense Innovation Unit seeks systems to counter Red Sea drone attacks | CSG2 Hosts Change of Command Ceremony in the Red Sea [Image 5 of 21] | CSG2 Hosts Change of Command Ceremony in the Red Sea [Image 13 of 21] | CSG2 Hosts Change of Command Ceremony in the Red Sea [Image 1 of 21] | CAPITAL IDEAS: Oil prices are collapsing. Are they signaling a recession? | Biggest reasons why petrol prices increase in India | Are the Houthis winning in the Red Sea? | First Look At Houthi Kamikaze Drone Boat That Struck Cargo Ship In Red Sea","US Ally Captures Chinese and Russian Ship Positions | PHOTOS: B-52 Flies over Red Sea and Arabian Peninsula | Two vessels abandoned in Red Sea after Houthi attacks | Sudan army ‘greenlights’ Russia’s Red Sea navy base in exchange for arms | Stock Market Outlook: Dow 100,000 on Interest Rate Cuts, Earnings Growth | Sea freight charges up 500pc on delays, longer routes | Refining Margins Squeezed as Tepid Demand Casts Shadow Over U.S. Gasoline Market | Philippine ship, Chinese vessel collide in disputed South China Sea | U.S. Treasury Imposes New Sanctions to Cut Off Weapons to Houthis in Yemen (Published 2024) | News - Carrier Strike Group 2 Changes Command in the Red Sea | Defense Innovation Unit seeks systems to counter Red Sea drone attacks | CSG2 Hosts Change of Command Ceremony in the Red Sea [Image 5 of 21] | CSG2 Hosts Change of Command Ceremony in the Red Sea [Image 13 of 21] | CSG2 Hosts Change of Command Ceremony in the Red Sea [Image 1 of 21] | CAPITAL IDEAS: Oil prices are collapsing. Are they signaling a recession? | Biggest reasons why petrol prices increase in India | Are the Houthis winning in the Red Sea? | First Look At Houthi Kamikaze Drone Boat That Struck Cargo Ship In Red Sea"
2024-06-18,14,"Trafigura Bought Oil Wrong | Warren Buffett Is Adding To His Favorite Energy Bet With Oil Prices Back At $80 | Video shows Houthis attack cargo ship with sea drone seemingly disguised as a fishing boat | US Has Spent $1B on Houthi Attacks But Militants’ Arsenal Unfazed: Intel | UK, US air strikes on Yemen are not deterring Houthi attacks on Red Sea vessels, report finds | U.S. crude oil rises more than 1%, tops $81 per barrel as rally continues | Tesla Is Hitting New Highs By This Metric | Ship manager calls on Houthis to free ‘Galaxy Leader’ crew | Searching for Signals in a Stock Market Surge | Oil settles over 1% higher on mounting tension in Europe, Mideast | Houthis believed to have sunk second ship, the Tutor, in the Red Sea, UKMTO says | Gold prices edge higher as US Treasury yields soften | Four lessons on sea denial from the Black and Red seas | Chinese Nuclear Submarine Surfaces in Taiwan Strait","Trafigura Bought Oil Wrong | Warren Buffett Is Adding To His Favorite Energy Bet With Oil Prices Back At $80 | Video shows Houthis attack cargo ship with sea drone seemingly disguised as a fishing boat | US Has Spent $1B on Houthi Attacks But Militants’ Arsenal Unfazed: Intel | UK, US air strikes on Yemen are not deterring Houthi attacks on Red Sea vessels, report finds | U.S. crude oil rises more than 1%, tops $81 per barrel as rally continues | Tesla Is Hitting New Highs By This Metric | Ship manager calls on Houthis to free ‘Galaxy Leader’ crew | Searching for Signals in a Stock Market Surge | Oil settles over 1% higher on mounting tension in Europe, Mideast | Houthis believed to have sunk second ship, the Tutor, in the Red Sea, UKMTO says | Gold prices edge higher as US Treasury yields soften | Four lessons on sea denial from the Black and Red seas | Chinese Nuclear Submarine Surfaces in Taiwan Strait"
2024-06-19,19,"Trauma from Red Sea attacks adds to seafarer shortage | Shipping industry urges Red Sea action as Yemen’s Houthis sink second merchant ship | Ship attacked by Yemen's Houthi rebels in fatal assault sinks in Red Sea in their second sinking | Salvage firm confirms sinking of Greek-owned Tutor struck by Houthis | Private rent and house prices, UK: June 2024 | Philippines accuses Chinese coastguards of piracy after violent confrontation | Oil dips after hitting seven-week highs on demand hopes, war jitters | Oil Steady Amid U.S. Stock Build But Jitters Abound | Merchant ship sinks in red sea after fatal attack by Yemen's Houthi rebels | US Stocks Beat Predictions Over the Past Decade. Can They Do it Again? | Houthi attacks in the Red Sea: Ship attacked by Iran-backed rebels believed to have sunk | Housing Market Decoded: Why is inflation so sticky? | Fighting off Houthis for months, US carrier in Red Sea may be running out of steam | Experts: What is causing food prices to spike around the world? | Cargo ship sinks in Red Sea days after Houthi drone boat attack | Cargo ship Tutor believed to have sunk in Red Sea after Houthi attack | Abdullah Saeed Alsayed & Partners Contracting Company awarded construction contract for The Red Sea’s Turtle Bay Hospital | A stock market correction is coming as rates, inflation, and valuations darken the outlook for investors, strategist says | Houthi attacks sink second Red Sea ship after mariner is killed","Trauma from Red Sea attacks adds to seafarer shortage | Shipping industry urges Red Sea action as Yemen’s Houthis sink second merchant ship | Ship attacked by Yemen's Houthi rebels in fatal assault sinks in Red Sea in their second sinking | Salvage firm confirms sinking of Greek-owned Tutor struck by Houthis | Private rent and house prices, UK: June 2024 | Philippines accuses Chinese coastguards of piracy after violent confrontation | Oil dips after hitting seven-week highs on demand hopes, war jitters | Oil Steady Amid U.S. Stock Build But Jitters Abound | Merchant ship sinks in red sea after fatal attack by Yemen's Houthi rebels | US Stocks Beat Predictions Over the Past Decade. Can They Do it Again? | Houthi attacks in the Red Sea: Ship attacked by Iran-backed rebels believed to have sunk | Housing Market Decoded: Why is inflation so sticky? | Fighting off Houthis for months, US carrier in Red Sea may be running out of steam | Experts: What is causing food prices to spike around the world? | Cargo ship sinks in Red Sea days after Houthi drone boat attack | Cargo ship Tutor believed to have sunk in Red Sea after Houthi attack | Abdullah Saeed Alsayed & Partners Contracting Company awarded construction contract for The Red Sea’s Turtle Bay Hospital | A stock market correction is coming as rates, inflation, and valuations darken the outlook for investors, strategist says | Houthi attacks sink second Red Sea ship after mariner is killed"
2024-06-20,18,"The Fed cuts rates by 50 BP! Three investment ideas to consider | The Housing Market Is Weird and Ugly. These 5 Charts Explain Why. (Published 2024) | This Video Shows a Sandbank in China, Not Moses’ Red Sea Crossing | “Saudi is smart money – we know what we’re doing,” HRH Prince Khaled | Video: Strategic Threats in the Red Sea, with David Wurmser | Who are the Islamic pirates terrorizing Red Sea trade? | Yemen’s Houthis release video of attack on ship in Red Sea | Transhipment Hubs Hit Hard By Red Sea Reroutings | Sustainable and at one with nature: How The St. Regis Red Sea Resort was designed | Ship sinks in Red Sea after attack by Iranian-backed Houthi rebels | Philippines says sailor lost finger in sea clash, accuses China of ‘piracy’ | Oldest deep-sea shipwreck sheds light on time of ancient mariners | Oil prices rise on US crude draw; jobs data feeds rate cut hopes | New opening: Bobo by The Stay, Bodrum | How to trade BP shares | Darden beats on earnings, even as Olive Garden, fine-dining sales drag | As Houthis sink second vessel, shipping industry calls for Red Sea protection | South Korea announces shipping aid for exporters amid Red Sea fallout","The Fed cuts rates by 50 BP! Three investment ideas to consider | The Housing Market Is Weird and Ugly. These 5 Charts Explain Why. (Published 2024) | This Video Shows a Sandbank in China, Not Moses’ Red Sea Crossing | “Saudi is smart money – we know what we’re doing,” HRH Prince Khaled | Video: Strategic Threats in the Red Sea, with David Wurmser | Who are the Islamic pirates terrorizing Red Sea trade? | Yemen’s Houthis release video of attack on ship in Red Sea | Transhipment Hubs Hit Hard By Red Sea Reroutings | Sustainable and at one with nature: How The St. Regis Red Sea Resort was designed | Ship sinks in Red Sea after attack by Iranian-backed Houthi rebels | Philippines says sailor lost finger in sea clash, accuses China of ‘piracy’ | Oldest deep-sea shipwreck sheds light on time of ancient mariners | Oil prices rise on US crude draw; jobs data feeds rate cut hopes | New opening: Bobo by The Stay, Bodrum | How to trade BP shares | Darden beats on earnings, even as Olive Garden, fine-dining sales drag | As Houthis sink second vessel, shipping industry calls for Red Sea protection | South Korea announces shipping aid for exporters amid Red Sea fallout"
2024-06-21,15,"Oil Prices Climb Out of Contango as Summer Demand Kicks In | US forces destroy six Houthi drones in Red Sea | UPDATED: USS Dwight D. Eisenhower Now in the Med, USS Theodore Roosevelt Heads to the Middle East | South China Sea tensions force US and Beijing to talk more | Red Sea: China ‘Sinks’ US Navy Warship In Simulation Drills Using Its Fire Dragon Missile; Expert Analyzes | Record high prices, rising mortgage rates depress US home sales | LNG vessel sails through Red Sea amid Houthi attacks, data shows | Houthi leader says another ship will sink in Gulf of Aden | Exploring the Options: Arab Oil Exporters and the US Dollar | Copper Market Rally Loses Steam as Demand Fails to Keep Up | Consolidation In The Offshore Drilling Sector Is Underway. But Will Oil Prices Support Deep-Sea Demand? | Bunnings and Ikea deliveries delayed by war in Gaza | Analysing the Adani Group - Market recovery and growth | AlphaSimplex’s Kaminski Says Treasury Rally Signals Risk-Off Wall Street Pivot | Ikea Could Move More Production to the Americas Amid Red Sea Disruptions","Oil Prices Climb Out of Contango as Summer Demand Kicks In | US forces destroy six Houthi drones in Red Sea | UPDATED: USS Dwight D. Eisenhower Now in the Med, USS Theodore Roosevelt Heads to the Middle East | South China Sea tensions force US and Beijing to talk more | Red Sea: China ‘Sinks’ US Navy Warship In Simulation Drills Using Its Fire Dragon Missile; Expert Analyzes | Record high prices, rising mortgage rates depress US home sales | LNG vessel sails through Red Sea amid Houthi attacks, data shows | Houthi leader says another ship will sink in Gulf of Aden | Exploring the Options: Arab Oil Exporters and the US Dollar | Copper Market Rally Loses Steam as Demand Fails to Keep Up | Consolidation In The Offshore Drilling Sector Is Underway. But Will Oil Prices Support Deep-Sea Demand? | Bunnings and Ikea deliveries delayed by war in Gaza | Analysing the Adani Group - Market recovery and growth | AlphaSimplex’s Kaminski Says Treasury Rally Signals Risk-Off Wall Street Pivot | Ikea Could Move More Production to the Americas Amid Red Sea Disruptions"
2024-06-22,15,"Yemen's Houthi rebels target ship in the Gulf of Aden as the Eisenhower aircraft carrier heads home | Yemen’s Houthis undeterred by U.S. campaign to halt Red Sea attacks | Want $2,000 in Passive Income? Invest $15,000 in These 5 Dividend Stocks and Wait 4 Years | USS Eisenhower leaves Red Sea for Mediterranean, Roosevelt to replace in Middle East - Shafaq News | U.S. East Asia envoy says South China Sea situation deeply concerning | The USS Dwight D. Eisenhower leaves the Red Sea as Houthi attacks continue | Market Analysis Unit: Market Price Report - Southeast Myanmar (May 2024) | India's downstream oil and gas profits to fall; upstream to remain strong: Fitch Ratings | In the North Sea, Russia conceals espionage activities with commercial ships | Houthis claim attack on US carrier in Red Sea, another vessel in Arabian Sea | Houthi claim of attack on US aircraft carrier false, US officials say | Glowing Sea Creatures: Fluorescent Species Discovered in the Waters of Egypt and Indonesia [Study] | Fundamentals suggest silver prices have room for further upside | Export Excellence Awards by Federation of Indian Export Organizations (Western Region) distributed in Mumbai by Governor of Maharashtra | A US Navy carrier strike group is headed home after months battling the Houthis in the Red Sea","Yemen's Houthi rebels target ship in the Gulf of Aden as the Eisenhower aircraft carrier heads home | Yemen’s Houthis undeterred by U.S. campaign to halt Red Sea attacks | Want $2,000 in Passive Income? Invest $15,000 in These 5 Dividend Stocks and Wait 4 Years | USS Eisenhower leaves Red Sea for Mediterranean, Roosevelt to replace in Middle East - Shafaq News | U.S. East Asia envoy says South China Sea situation deeply concerning | The USS Dwight D. Eisenhower leaves the Red Sea as Houthi attacks continue | Market Analysis Unit: Market Price Report - Southeast Myanmar (May 2024) | India's downstream oil and gas profits to fall; upstream to remain strong: Fitch Ratings | In the North Sea, Russia conceals espionage activities with commercial ships | Houthis claim attack on US carrier in Red Sea, another vessel in Arabian Sea | Houthi claim of attack on US aircraft carrier false, US officials say | Glowing Sea Creatures: Fluorescent Species Discovered in the Waters of Egypt and Indonesia [Study] | Fundamentals suggest silver prices have room for further upside | Export Excellence Awards by Federation of Indian Export Organizations (Western Region) distributed in Mumbai by Governor of Maharashtra | A US Navy carrier strike group is headed home after months battling the Houthis in the Red Sea"
2024-06-23,16,"‘They miscalculated’: Gaza’s floating aid pier failing to deliver in rough seas | USS Eisenhower leaves Red Sea after obstructing Houthi attacks on commercial shipping: Pentagon | USS Dwight D. Eisenhower Carrier Strike Group leaves the Middle East | US Withdraws Aircraft Carrier Eisenhower from Red Sea | This is the ‘special sauce’ behind American exceptionalism—and why the U.S. stock market could continue dominating | The USS Dwight D. Eisenhower leaves the Red Sea as Houthi attacks continue | Stocks Face Meager Upside After 2024 Gains, Survey Shows | Stock market bubbles follow the same pattern, as Nvidia and Cisco confirm – Chemicals and the Economy | Gaza live: Israeli attack hits Unrwa centre | One U.S. Navy secret weapon in the Red Sea? Sailor morale | Iran Says to Maintain Naval Presence on High Seas to 'Secure Shipping' | Houthi Attacks in the Red Sea as of June 23, 2024 at 2:00 PM ET | Gold prices show 0.2% increase in local market over one week: iSagha | Commercial ship damaged in suspected Houthi attack in the Red Sea | ""CENTCOM"" Announces Destruction of 3 Houthi Patrol Boats in the Red Sea | Shale's Efficiency Boost Is Not Guarantee of Strong Future Growth","‘They miscalculated’: Gaza’s floating aid pier failing to deliver in rough seas | USS Eisenhower leaves Red Sea after obstructing Houthi attacks on commercial shipping: Pentagon | USS Dwight D. Eisenhower Carrier Strike Group leaves the Middle East | US Withdraws Aircraft Carrier Eisenhower from Red Sea | This is the ‘special sauce’ behind American exceptionalism—and why the U.S. stock market could continue dominating | The USS Dwight D. Eisenhower leaves the Red Sea as Houthi attacks continue | Stocks Face Meager Upside After 2024 Gains, Survey Shows | Stock market bubbles follow the same pattern, as Nvidia and Cisco confirm – Chemicals and the Economy | Gaza live: Israeli attack hits Unrwa centre | One U.S. Navy secret weapon in the Red Sea? Sailor morale | Iran Says to Maintain Naval Presence on High Seas to 'Secure Shipping' | Houthi Attacks in the Red Sea as of June 23, 2024 at 2:00 PM ET | Gold prices show 0.2% increase in local market over one week: iSagha | Commercial ship damaged in suspected Houthi attack in the Red Sea | ""CENTCOM"" Announces Destruction of 3 Houthi Patrol Boats in the Red Sea | Shale's Efficiency Boost Is Not Guarantee of Strong Future Growth"
2024-06-24,22,"Top Stock Picks in the UK Housebuilder Sector | The Looming Decline of Advanced Economies | The “Venice of Africa” is sinking into the sea | USS Dwight D Eisenhower heads home after twice extended Red Sea deployment | Stock market today: Most of Wall Street rises, but Nvidia tumbles again as AI mania cools | USS Theodore Roosevelt: US Navy’s “2nd Busiest” Aircraft Carrier To ‘Roar’ Amid Indo-Pacific, Red Sea Threats | Wars of the future will be awash with drones. The Pentagon is trying to keep up. | Yemen Houthis claim attacks on 2 ships in Red Sea and Indian Ocean | ‘It’s All Happening Again.’ The Supply Chain Is Under Strain. (Published 2024) | USS Theodore Roosevelt in South Korea Ahead of Transit to Middle East, North Korea Condemns Visit | Ship off Yemen coast reports explosion nearby, says UKMTO | Breakingviews - Red Sea gives shipping an Uber-style price surge | Rotation of US aircraft carriers underscores unending Red Sea war with Houthis | Canadian energy, equity and debt markets – riding the cycle | Container Transit Times Soar as Red Sea Crisis Continues Unabated | Crude oil prices surge sparking concerns of raised inflation risk | Dynamic analysis of the relationship between exchange rates and oil prices: a comparison between oil exporting and oil importing countries | Russian LNG Shipments via Arctic Resume, Easing Red Sea and Sanctions Constraints | India buys record amount of sunflower oil as Ukraine-Russia fight for market share cuts price | Philippines condemns China's 'illegal use of force' in sea clash | Rent, House Prices, and Demographics | Houthi drug trade fuels instability in Yemen and the Middle East","Top Stock Picks in the UK Housebuilder Sector | The Looming Decline of Advanced Economies | The “Venice of Africa” is sinking into the sea | USS Dwight D Eisenhower heads home after twice extended Red Sea deployment | Stock market today: Most of Wall Street rises, but Nvidia tumbles again as AI mania cools | USS Theodore Roosevelt: US Navy’s “2nd Busiest” Aircraft Carrier To ‘Roar’ Amid Indo-Pacific, Red Sea Threats | Wars of the future will be awash with drones. The Pentagon is trying to keep up. | Yemen Houthis claim attacks on 2 ships in Red Sea and Indian Ocean | ‘It’s All Happening Again.’ The Supply Chain Is Under Strain. (Published 2024) | USS Theodore Roosevelt in South Korea Ahead of Transit to Middle East, North Korea Condemns Visit | Ship off Yemen coast reports explosion nearby, says UKMTO | Breakingviews - Red Sea gives shipping an Uber-style price surge | Rotation of US aircraft carriers underscores unending Red Sea war with Houthis | Canadian energy, equity and debt markets – riding the cycle | Container Transit Times Soar as Red Sea Crisis Continues Unabated | Crude oil prices surge sparking concerns of raised inflation risk | Dynamic analysis of the relationship between exchange rates and oil prices: a comparison between oil exporting and oil importing countries | Russian LNG Shipments via Arctic Resume, Easing Red Sea and Sanctions Constraints | India buys record amount of sunflower oil as Ukraine-Russia fight for market share cuts price | Philippines condemns China's 'illegal use of force' in sea clash | Rent, House Prices, and Demographics | Houthi drug trade fuels instability in Yemen and the Middle East"
2024-06-25,18,"Sudanese Armed Forces Agrees to Russian Red Sea Base in Exchange for Weapons | Yemen's Houthis say they targeted 'MSC Sarah V' vessel in Arabian Sea | Why South China Sea is the flashpoint that could spark war | What does Russia want in the Mediterranean? | US carrier strike group's new video captures the Navy's explosive front-line combat in the Red Sea | U.S. and Philippines seek to de-escalate after sea skirmish with China | The NATO Summit Is Another Chance to Counter Russia in the “South” | Suncor: Long-Term Potential, But Its Stock May Be Range-Bound For A While (NYSE:SU) | Purposeful Protest: From The Sea to The River, There Are People Who Need More Than Slogans | Oil prices dip as investors fret over demand outlook | Ocean Power Technologies to take its wave-powered buoy to Middle East | Mediterranean ports hit by multiple challenges | Houthi Attack Targets Another Ship Off Yemen’s Remote Socotra Island | Hotel group debuts its first luxury private island hotel in the Red Sea | End of the cardboard box recession? | Contesting the West: China’s Middle East strategy | Are you better off than you were four years ago? It can be a murky picture for many | Another MSC boxship targeted by Houthis","Sudanese Armed Forces Agrees to Russian Red Sea Base in Exchange for Weapons | Yemen's Houthis say they targeted 'MSC Sarah V' vessel in Arabian Sea | Why South China Sea is the flashpoint that could spark war | What does Russia want in the Mediterranean? | US carrier strike group's new video captures the Navy's explosive front-line combat in the Red Sea | U.S. and Philippines seek to de-escalate after sea skirmish with China | The NATO Summit Is Another Chance to Counter Russia in the “South” | Suncor: Long-Term Potential, But Its Stock May Be Range-Bound For A While (NYSE:SU) | Purposeful Protest: From The Sea to The River, There Are People Who Need More Than Slogans | Oil prices dip as investors fret over demand outlook | Ocean Power Technologies to take its wave-powered buoy to Middle East | Mediterranean ports hit by multiple challenges | Houthi Attack Targets Another Ship Off Yemen’s Remote Socotra Island | Hotel group debuts its first luxury private island hotel in the Red Sea | End of the cardboard box recession? | Contesting the West: China’s Middle East strategy | Are you better off than you were four years ago? It can be a murky picture for many | Another MSC boxship targeted by Houthis"
