date,SP500_Close,headline,source
2020-12-23,3690.010009765625,Wall Street closes higher after positive jobs report,Bloomberg
2020-12-28,3735.360107421875,Banking sector faces headwinds from rising credit defaults,MarketWatch
2020-12-29,3727.0400390625,Germany enters recession as energy costs weigh on industry,Wall Street Journal
2021-01-06,3748.139892578125,Consumer confidence index drops sharply in August survey,AP Finance
2021-01-08,3824.679931640625,Germany enters recession as energy costs weigh on industry,Reuters
2021-01-11,3799.610107421875,Oil prices surge as Middle East tensions escalate,MarketWatch
2021-01-12,3801.18994140625,Housing market shows signs of cooling after rate hikes,Wall Street Journal
2021-01-14,3795.5400390625,Housing market shows signs of cooling after rate hikes,CNBC
2021-01-15,3768.25,"Bitcoin falls below $20,000 as crypto winter deepens",Forbes
2021-01-22,3841.469970703125,US inflation cools to lowest level in two years,Wall Street Journal
2021-01-26,3849.6201171875,Banking sector faces headwinds from rising credit defaults,CNBC
2021-01-27,3750.77001953125,Federal Reserve raises interest rates amid inflation concerns,CNBC
2021-01-28,3787.3798828125,Unemployment rate falls to multi-decade low,MarketWatch
2021-02-04,3871.739990234375,IMF warns of global recession risk following energy crisis,Financial Times
2021-02-05,3886.830078125,"Central bank holds rates steady, signals pause in tightening",MarketWatch
2021-02-10,3909.8798828125,"Bond yields hit 15-year high, pressuring equity valuations",AP Finance
2021-02-19,3906.7099609375,Tesla shares fall after disappointing delivery numbers,Wall Street Journal
2021-02-23,3881.3701171875,GDP growth beats expectations in strong Q2 report,AP Finance
2021-02-25,3829.340087890625,Retail sales data signals consumer slowdown,Bloomberg
2021-03-04,3768.469970703125,Nasdaq enters correction territory amid rate hike fears,Forbes
2021-03-05,3841.93994140625,China-US trade war escalates with new tariffs,Financial Times
2021-03-09,3875.43994140625,"Bitcoin falls below $20,000 as crypto winter deepens",Wall Street Journal
2021-03-10,3898.81005859375,Apple reports record quarterly revenue despite supply chain issues,Financial Times
2021-03-15,3968.93994140625,Renewable energy stocks surge on new climate legislation,The Economist
2021-03-16,3962.7099609375,Apple reports record quarterly revenue despite supply chain issues,Forbes
2021-04-01,4019.8701171875,Wall Street closes higher after positive jobs report,MarketWatch
2021-04-07,4079.949951171875,Unemployment rate falls to multi-decade low,Business Insider
2021-04-09,4128.7998046875,"Wage growth accelerates, fueling inflation concerns",Wall Street Journal
2021-04-13,4141.58984375,Germany enters recession as energy costs weigh on industry,AP Finance
2021-04-19,4163.259765625,Pharmaceutical company announces breakthrough cancer treatment,AP Finance
2021-04-20,4134.93994140625,Apple reports record quarterly revenue despite supply chain issues,Bloomberg
2021-04-21,4173.419921875,Unemployment rate falls to multi-decade low,AP Finance
2021-04-22,4134.97998046875,"OPEC cuts oil production, sending crude prices higher",AP Finance
2021-04-26,4187.6201171875,Gold hits all-time high as investors seek safe haven assets,MarketWatch
2021-04-29,4211.47021484375,Bank stocks surge after stress test results released,Business Insider
2021-05-03,4192.66015625,"Wage growth accelerates, fueling inflation concerns",Wall Street Journal
2021-05-06,4201.6201171875,US imposes new sanctions on Russia over Ukraine conflict,Business Insider
2021-05-07,4232.60009765625,Merger talks between two major airlines collapse,AP Finance
2021-05-10,4188.43017578125,GDP growth beats expectations in strong Q2 report,AP Finance
2021-05-19,4115.68017578125,"Retail inventory levels rise, suggesting demand slowdown",MarketWatch
2021-05-20,4159.1201171875,Wall Street closes higher after positive jobs report,Reuters
2021-05-21,4155.85986328125,Dollar strengthens against euro on hawkish Fed comments,Wall Street Journal
2021-05-27,4200.8798828125,Bank stocks surge after stress test results released,The Economist
2021-06-02,4208.1201171875,"Retail inventory levels rise, suggesting demand slowdown",CNBC
2021-06-03,4192.85009765625,European Central Bank signals aggressive rate hike path,MarketWatch
2021-06-09,4219.5498046875,Brexit deal uncertainty rattles European markets,AP Finance
2021-06-14,4255.14990234375,Oil majors post record profits as energy prices soar,Wall Street Journal
2021-06-16,4223.7001953125,Banking sector faces headwinds from rising credit defaults,Wall Street Journal
2021-06-17,4221.85986328125,Tech stocks rally on strong earnings from major firms,Forbes
2021-06-22,4246.43994140625,Apple reports record quarterly revenue despite supply chain issues,AP Finance
2021-06-24,4266.490234375,Banking sector faces headwinds from rising credit defaults,Reuters
2021-06-28,4290.60986328125,"Retail inventory levels rise, suggesting demand slowdown",Financial Times
2021-06-29,4291.7998046875,Emerging market currencies under pressure from strong dollar,AP Finance
2021-06-30,4297.5,Unemployment rate falls to multi-decade low,Reuters
2021-07-02,4352.33984375,"Bitcoin falls below $20,000 as crypto winter deepens",AP Finance
2021-07-13,4369.2099609375,Tech stocks rally on strong earnings from major firms,CNBC
2021-07-16,4327.16015625,"Central bank holds rates steady, signals pause in tightening",CNBC
2021-07-20,4323.06005859375,US imposes new sanctions on Russia over Ukraine conflict,MarketWatch
2021-07-23,4411.7900390625,Bank stocks surge after stress test results released,Business Insider
2021-07-26,4422.2998046875,European Central Bank signals aggressive rate hike path,AP Finance
2021-07-28,4400.64013671875,Trade deficit widens as imports outpace exports,Financial Times
2021-07-29,4419.14990234375,Merger talks between two major airlines collapse,Wall Street Journal
2021-07-30,4395.259765625,"Bitcoin falls below $20,000 as crypto winter deepens",Forbes
2021-08-04,4402.66015625,Banking sector faces headwinds from rising credit defaults,CNBC
2021-08-10,4436.75,Bank stocks surge after stress test results released,AP Finance
2021-08-11,4442.41015625,Gold hits all-time high as investors seek safe haven assets,The Economist
2021-08-12,4460.830078125,Housing market shows signs of cooling after rate hikes,Bloomberg
2021-08-13,4468.0,US inflation cools to lowest level in two years,Bloomberg
2021-08-16,4479.7099609375,Wall Street closes higher after positive jobs report,AP Finance
2021-08-18,4400.27001953125,Nasdaq enters correction territory amid rate hike fears,AP Finance
2021-08-19,4405.7998046875,Housing market shows signs of cooling after rate hikes,The Economist
2021-08-23,4479.52978515625,S&P 500 drops 3% as inflation data disappoints investors,Wall Street Journal
2021-08-24,4486.22998046875,Apple reports record quarterly revenue despite supply chain issues,MarketWatch
2021-08-26,4470.0,Housing market shows signs of cooling after rate hikes,Financial Times
2021-08-27,4509.3701171875,Retail sales data signals consumer slowdown,The Economist
2021-09-03,4535.43017578125,European Central Bank signals aggressive rate hike path,MarketWatch
2021-09-07,4520.02978515625,Nasdaq enters correction territory amid rate hike fears,Reuters
2021-09-08,4514.06982421875,Unemployment rate falls to multi-decade low,MarketWatch
2021-09-09,4493.27978515625,Unemployment rate falls to multi-decade low,Business Insider
2021-09-10,4458.580078125,Unemployment rate falls to multi-decade low,Wall Street Journal
2021-09-14,4443.0498046875,Nasdaq enters correction territory amid rate hike fears,MarketWatch
2021-09-15,4480.7001953125,North Korea fires ballistic missile toward Japan,Bloomberg
2021-09-20,4357.72998046875,"Wage growth accelerates, fueling inflation concerns",The Economist
2021-09-21,4354.18994140625,Merger talks between two major airlines collapse,Wall Street Journal
2021-09-27,4443.10986328125,Semiconductor shortage eases as chip production ramps up,The Economist
2021-09-29,4359.4599609375,Dollar strengthens against euro on hawkish Fed comments,Bloomberg
2021-10-01,4357.0400390625,Retail sales data signals consumer slowdown,Financial Times
2021-10-04,4300.4599609375,"Central bank holds rates steady, signals pause in tightening",The Economist
2021-10-06,4363.5498046875,Tesla shares fall after disappointing delivery numbers,Bloomberg
2021-10-07,4399.759765625,China-US trade war escalates with new tariffs,The Economist
2021-10-11,4361.18994140625,Emerging market currencies under pressure from strong dollar,CNBC
2021-10-12,4350.64990234375,"Bond yields hit 15-year high, pressuring equity valuations",Reuters
2021-10-14,4438.259765625,Oil prices surge as Middle East tensions escalate,Business Insider
2021-10-18,4486.4599609375,Semiconductor shortage eases as chip production ramps up,Financial Times
2021-10-22,4544.89990234375,"Bitcoin falls below $20,000 as crypto winter deepens",Reuters
2021-10-25,4566.47998046875,European Central Bank signals aggressive rate hike path,The Economist
2021-10-27,4551.68017578125,US imposes new sanctions on Russia over Ukraine conflict,MarketWatch
2021-10-28,4596.419921875,Manufacturing PMI contracts for third consecutive month,AP Finance
2021-10-29,4605.3798828125,Consumer confidence index drops sharply in August survey,Bloomberg
2021-11-01,4613.669921875,GDP growth beats expectations in strong Q2 report,Reuters
2021-11-02,4630.64990234375,Oil prices surge as Middle East tensions escalate,MarketWatch
2021-11-03,4660.56982421875,Gold hits all-time high as investors seek safe haven assets,AP Finance
2021-11-11,4649.27001953125,Federal Reserve raises interest rates amid inflation concerns,AP Finance
2021-11-12,4682.85009765625,S&P 500 drops 3% as inflation data disappoints investors,MarketWatch
2021-11-16,4700.89990234375,IMF warns of global recession risk following energy crisis,MarketWatch
2021-11-17,4688.669921875,Trade deficit widens as imports outpace exports,Forbes
2021-11-18,4704.5400390625,Pharmaceutical company announces breakthrough cancer treatment,MarketWatch
2021-11-19,4697.9599609375,Trade deficit widens as imports outpace exports,MarketWatch
2021-11-23,4690.7001953125,Gold hits all-time high as investors seek safe haven assets,Forbes
2021-12-01,4513.0400390625,Tech stocks rally on strong earnings from major firms,Forbes
2021-12-02,4577.10009765625,Federal Reserve raises interest rates amid inflation concerns,MarketWatch
2021-12-06,4591.669921875,Brexit deal uncertainty rattles European markets,Wall Street Journal
2021-12-07,4686.75,China-US trade war escalates with new tariffs,Reuters
2021-12-13,4668.97021484375,Brexit deal uncertainty rattles European markets,Reuters
2021-12-14,4634.08984375,North Korea fires ballistic missile toward Japan,Reuters
2021-12-15,4709.85009765625,Federal Reserve raises interest rates amid inflation concerns,AP Finance
2021-12-20,4568.02001953125,Retail sales data signals consumer slowdown,Financial Times
2021-12-23,4725.7900390625,Oil majors post record profits as energy prices soar,Bloomberg
2021-12-27,4791.18994140625,Brexit deal uncertainty rattles European markets,Financial Times
2021-12-28,4786.35009765625,US inflation cools to lowest level in two years,The Economist
2021-12-30,4778.72998046875,Manufacturing PMI contracts for third consecutive month,Reuters
2022-01-03,4796.56005859375,"Bond yields hit 15-year high, pressuring equity valuations",Forbes
2022-01-04,4793.5400390625,"Central bank holds rates steady, signals pause in tightening",Forbes
2022-01-06,4696.0498046875,Merger talks between two major airlines collapse,Forbes
2022-01-10,4670.2900390625,Bank stocks surge after stress test results released,Bloomberg
2022-01-12,4726.35009765625,Oil prices surge as Middle East tensions escalate,CNBC
2022-01-13,4659.02978515625,IMF warns of global recession risk following energy crisis,Bloomberg
2022-01-14,4662.85009765625,Nasdaq enters correction territory amid rate hike fears,The Economist
2022-01-20,4482.72998046875,Nasdaq enters correction territory amid rate hike fears,Financial Times
2022-01-21,4397.93994140625,US inflation cools to lowest level in two years,Wall Street Journal
2022-01-26,4349.93017578125,Consumer confidence index drops sharply in August survey,Forbes
2022-01-27,4326.509765625,Pharmaceutical company announces breakthrough cancer treatment,Financial Times
2022-02-01,4546.5400390625,Housing market shows signs of cooling after rate hikes,Business Insider
2022-02-10,4504.080078125,Brexit deal uncertainty rattles European markets,Wall Street Journal
2022-02-16,4475.009765625,Manufacturing PMI contracts for third consecutive month,MarketWatch
2022-02-18,4348.8701171875,US inflation cools to lowest level in two years,AP Finance
2022-02-24,4288.7001953125,Bank stocks surge after stress test results released,Financial Times
2022-02-25,4384.64990234375,Trade deficit widens as imports outpace exports,AP Finance
2022-02-28,4373.93994140625,"Retail inventory levels rise, suggesting demand slowdown",MarketWatch
2022-03-01,4306.259765625,Amazon announces major layoffs amid slowing growth,Forbes
2022-03-04,4328.8701171875,Germany enters recession as energy costs weigh on industry,AP Finance
2022-03-08,4170.7001953125,Gold hits all-time high as investors seek safe haven assets,MarketWatch
2022-03-14,4173.10986328125,Banking sector faces headwinds from rising credit defaults,The Economist
2022-03-16,4357.85986328125,"Bond yields hit 15-year high, pressuring equity valuations",Wall Street Journal
2022-03-17,4411.669921875,Banking sector faces headwinds from rising credit defaults,Business Insider
2022-03-21,4461.18017578125,Gold hits all-time high as investors seek safe haven assets,CNBC
2022-03-23,4456.240234375,Banking sector faces headwinds from rising credit defaults,Forbes
2022-03-24,4520.16015625,Renewable energy stocks surge on new climate legislation,Bloomberg
2022-03-28,4575.52001953125,Amazon announces major layoffs amid slowing growth,Financial Times
2022-03-29,4631.60009765625,Banking sector faces headwinds from rising credit defaults,Forbes
2022-03-30,4602.4501953125,Oil prices surge as Middle East tensions escalate,Wall Street Journal
2022-04-08,4488.27978515625,Oil prices surge as Middle East tensions escalate,The Economist
2022-04-11,4412.52978515625,"Retail inventory levels rise, suggesting demand slowdown",Reuters
2022-04-12,4397.4501953125,European Central Bank signals aggressive rate hike path,Reuters
2022-04-13,4446.58984375,Gold hits all-time high as investors seek safe haven assets,Financial Times
2022-04-26,4175.2001953125,"Bond yields hit 15-year high, pressuring equity valuations",AP Finance
2022-04-27,4183.9599609375,Consumer confidence index drops sharply in August survey,Financial Times
2022-04-29,4131.93017578125,Retail sales data signals consumer slowdown,Forbes
2022-05-09,3991.239990234375,Bank stocks surge after stress test results released,CNBC
2022-05-13,4023.889892578125,North Korea fires ballistic missile toward Japan,MarketWatch
2022-05-18,3923.679931640625,US inflation cools to lowest level in two years,Financial Times
2022-05-19,3900.7900390625,"Wage growth accelerates, fueling inflation concerns",The Economist
2022-05-24,3941.47998046875,Bank stocks surge after stress test results released,MarketWatch
2022-05-25,3978.72998046875,Emerging market currencies under pressure from strong dollar,CNBC
2022-05-27,4158.240234375,Brexit deal uncertainty rattles European markets,Bloomberg
2022-06-03,4108.5400390625,"Central bank holds rates steady, signals pause in tightening",Financial Times
2022-06-06,4121.43017578125,"Central bank holds rates steady, signals pause in tightening",Forbes
2022-06-07,4160.68017578125,"Wage growth accelerates, fueling inflation concerns",Forbes
2022-06-08,4115.77001953125,Semiconductor shortage eases as chip production ramps up,AP Finance
2022-06-09,4017.820068359375,Banking sector faces headwinds from rising credit defaults,Business Insider
2022-06-13,3749.6298828125,China-US trade war escalates with new tariffs,Business Insider
2022-06-15,3789.989990234375,Oil prices surge as Middle East tensions escalate,The Economist
2022-06-17,3674.840087890625,Nasdaq enters correction territory amid rate hike fears,Reuters
2022-06-24,3911.739990234375,Apple reports record quarterly revenue despite supply chain issues,AP Finance
2022-06-28,3821.550048828125,Trade deficit widens as imports outpace exports,AP Finance
2022-06-30,3785.3798828125,Gold hits all-time high as investors seek safe haven assets,MarketWatch
2022-07-05,3831.389892578125,"Wage growth accelerates, fueling inflation concerns",AP Finance
2022-07-08,3899.3798828125,"Wage growth accelerates, fueling inflation concerns",CNBC
2022-07-11,3854.429931640625,Bank stocks surge after stress test results released,CNBC
2022-07-13,3801.780029296875,"OPEC cuts oil production, sending crude prices higher",AP Finance
2022-07-14,3790.3798828125,"Bond yields hit 15-year high, pressuring equity valuations",The Economist
2022-07-15,3863.159912109375,European Central Bank signals aggressive rate hike path,Forbes
2022-07-20,3959.89990234375,Brexit deal uncertainty rattles European markets,Forbes
2022-07-21,3998.949951171875,Oil majors post record profits as energy prices soar,Business Insider
2022-07-25,3966.840087890625,US inflation cools to lowest level in two years,Wall Street Journal
2022-07-26,3921.050048828125,Tesla shares fall after disappointing delivery numbers,Forbes
2022-07-28,4072.429931640625,Merger talks between two major airlines collapse,Bloomberg
2022-07-29,4130.2900390625,North Korea fires ballistic missile toward Japan,The Economist
2022-08-02,4091.18994140625,Amazon announces major layoffs amid slowing growth,CNBC
2022-08-04,4151.93994140625,"Retail inventory levels rise, suggesting demand slowdown",MarketWatch
2022-08-09,4122.47021484375,"Central bank holds rates steady, signals pause in tightening",Financial Times
2022-08-10,4210.240234375,"Wage growth accelerates, fueling inflation concerns",The Economist
2022-08-11,4207.27001953125,IMF warns of global recession risk following energy crisis,Financial Times
2022-08-12,4280.14990234375,Nasdaq enters correction territory amid rate hike fears,Wall Street Journal
2022-08-16,4305.2001953125,Wall Street closes higher after positive jobs report,MarketWatch
2022-08-17,4274.0400390625,Semiconductor shortage eases as chip production ramps up,Reuters
2022-08-19,4228.47998046875,"Bitcoin falls below $20,000 as crypto winter deepens",Reuters
2022-08-24,4140.77001953125,US inflation cools to lowest level in two years,Wall Street Journal
2022-08-25,4199.1201171875,Germany enters recession as energy costs weigh on industry,Wall Street Journal
2022-08-26,4057.659912109375,Trade deficit widens as imports outpace exports,CNBC
2022-08-29,4030.610107421875,Apple reports record quarterly revenue despite supply chain issues,AP Finance
2022-08-30,3986.159912109375,US inflation cools to lowest level in two years,Wall Street Journal
2022-09-01,3966.85009765625,Emerging market currencies under pressure from strong dollar,MarketWatch
2022-09-06,3908.18994140625,European Central Bank signals aggressive rate hike path,Forbes
2022-09-08,4006.179931640625,Tech stocks rally on strong earnings from major firms,CNBC
2022-09-09,4067.360107421875,S&P 500 drops 3% as inflation data disappoints investors,The Economist
2022-09-13,3932.68994140625,Semiconductor shortage eases as chip production ramps up,Business Insider
2022-09-16,3873.330078125,"Retail inventory levels rise, suggesting demand slowdown",MarketWatch
2022-09-19,3899.889892578125,"Retail inventory levels rise, suggesting demand slowdown",Wall Street Journal
2022-09-21,3789.929931640625,China-US trade war escalates with new tariffs,MarketWatch
2022-09-22,3757.989990234375,Tesla shares fall after disappointing delivery numbers,Bloomberg
2022-09-23,3693.22998046875,Gold hits all-time high as investors seek safe haven assets,CNBC
2022-09-27,3647.2900390625,Merger talks between two major airlines collapse,AP Finance
2022-09-30,3585.6201171875,Housing market shows signs of cooling after rate hikes,Bloomberg
2022-10-03,3678.429931640625,"Bitcoin falls below $20,000 as crypto winter deepens",Forbes
2022-10-06,3744.52001953125,European Central Bank signals aggressive rate hike path,MarketWatch
2022-10-10,3612.389892578125,Renewable energy stocks surge on new climate legislation,Financial Times
2022-10-12,3577.030029296875,Consumer confidence index drops sharply in August survey,Reuters
2022-10-18,3719.97998046875,"Central bank holds rates steady, signals pause in tightening",AP Finance
2022-10-20,3665.780029296875,"Bond yields hit 15-year high, pressuring equity valuations",CNBC
2022-10-25,3859.110107421875,"Bond yields hit 15-year high, pressuring equity valuations",CNBC
2022-11-08,3828.110107421875,"Retail inventory levels rise, suggesting demand slowdown",Financial Times
2022-11-14,3957.25,Unemployment rate falls to multi-decade low,Financial Times
2022-11-16,3958.7900390625,S&P 500 drops 3% as inflation data disappoints investors,Financial Times
2022-11-21,3949.93994140625,"Bitcoin falls below $20,000 as crypto winter deepens",CNBC
2022-11-25,4026.1201171875,Semiconductor shortage eases as chip production ramps up,Wall Street Journal
2022-11-29,3957.6298828125,Brexit deal uncertainty rattles European markets,MarketWatch
2022-12-02,4071.699951171875,Apple reports record quarterly revenue despite supply chain issues,Bloomberg
2022-12-05,3998.840087890625,Nasdaq enters correction territory amid rate hike fears,Wall Street Journal
2022-12-06,3941.260009765625,Nasdaq enters correction territory amid rate hike fears,MarketWatch
2022-12-07,3933.919921875,Pharmaceutical company announces breakthrough cancer treatment,Wall Street Journal
2022-12-14,3995.320068359375,Retail sales data signals consumer slowdown,Wall Street Journal
2022-12-16,3852.360107421875,GDP growth beats expectations in strong Q2 report,CNBC
2022-12-23,3844.820068359375,Gold hits all-time high as investors seek safe haven assets,MarketWatch
2022-12-27,3829.25,Federal Reserve raises interest rates amid inflation concerns,Reuters
2022-12-28,3783.219970703125,"Bond yields hit 15-year high, pressuring equity valuations",CNBC
2023-01-03,3824.139892578125,Housing market shows signs of cooling after rate hikes,Bloomberg
2023-01-04,3852.969970703125,"Retail inventory levels rise, suggesting demand slowdown",The Economist
2023-01-09,3892.090087890625,Germany enters recession as energy costs weigh on industry,Bloomberg
2023-01-10,3919.25,China-US trade war escalates with new tariffs,AP Finance
2023-01-24,4016.949951171875,US imposes new sanctions on Russia over Ukraine conflict,Forbes
2023-01-26,4060.429931640625,"Bitcoin falls below $20,000 as crypto winter deepens",Business Insider
2023-01-27,4070.56005859375,China-US trade war escalates with new tariffs,The Economist
2023-01-30,4017.77001953125,Renewable energy stocks surge on new climate legislation,Business Insider
2023-01-31,4076.60009765625,Manufacturing PMI contracts for third consecutive month,CNBC
2023-02-08,4117.85986328125,Pharmaceutical company announces breakthrough cancer treatment,AP Finance
2023-02-14,4136.1298828125,US imposes new sanctions on Russia over Ukraine conflict,MarketWatch
2023-02-15,4147.60009765625,Oil majors post record profits as energy prices soar,Wall Street Journal
2023-02-17,4079.090087890625,US imposes new sanctions on Russia over Ukraine conflict,Business Insider
2023-02-24,3970.0400390625,Consumer confidence index drops sharply in August survey,Bloomberg
2023-03-01,3951.389892578125,IMF warns of global recession risk following energy crisis,Business Insider
2023-03-03,4045.639892578125,Apple reports record quarterly revenue despite supply chain issues,CNBC
2023-03-06,4048.419921875,Banking sector faces headwinds from rising credit defaults,Wall Street Journal
2023-03-08,3992.010009765625,Germany enters recession as energy costs weigh on industry,Forbes
2023-03-09,3918.320068359375,"Bond yields hit 15-year high, pressuring equity valuations",Business Insider
2023-03-13,3855.760009765625,Wall Street closes higher after positive jobs report,MarketWatch
2023-03-23,3948.719970703125,Bank stocks surge after stress test results released,CNBC
2023-03-24,3970.989990234375,GDP growth beats expectations in strong Q2 report,Business Insider
2023-03-28,3971.27001953125,Semiconductor shortage eases as chip production ramps up,Wall Street Journal
2023-03-29,4027.81005859375,Federal Reserve raises interest rates amid inflation concerns,Forbes
2023-03-30,4050.830078125,US imposes new sanctions on Russia over Ukraine conflict,The Economist
2023-04-04,4100.60009765625,Oil majors post record profits as energy prices soar,MarketWatch
2023-04-05,4090.3798828125,Trade deficit widens as imports outpace exports,MarketWatch
2023-04-12,4091.949951171875,European Central Bank signals aggressive rate hike path,Bloomberg
2023-04-13,4146.22021484375,GDP growth beats expectations in strong Q2 report,AP Finance
2023-04-14,4137.64013671875,Renewable energy stocks surge on new climate legislation,Financial Times
2023-04-18,4154.8701171875,"Wage growth accelerates, fueling inflation concerns",Financial Times
2023-04-21,4133.52001953125,"Wage growth accelerates, fueling inflation concerns",The Economist
2023-04-24,4137.0400390625,Housing market shows signs of cooling after rate hikes,The Economist
2023-04-25,4071.6298828125,Emerging market currencies under pressure from strong dollar,Business Insider
2023-04-26,4055.989990234375,"Bitcoin falls below $20,000 as crypto winter deepens",Reuters
2023-04-28,4169.47998046875,Trade deficit widens as imports outpace exports,AP Finance
2023-05-01,4167.8701171875,Retail sales data signals consumer slowdown,Forbes
2023-05-02,4119.580078125,European Central Bank signals aggressive rate hike path,Reuters
2023-05-04,4061.219970703125,Retail sales data signals consumer slowdown,Bloomberg
2023-05-05,4136.25,North Korea fires ballistic missile toward Japan,MarketWatch
2023-05-08,4138.1201171875,Merger talks between two major airlines collapse,MarketWatch
2023-05-17,4158.77001953125,Dollar strengthens against euro on hawkish Fed comments,CNBC
2023-05-19,4191.97998046875,US imposes new sanctions on Russia over Ukraine conflict,Wall Street Journal
2023-05-25,4151.27978515625,Banking sector faces headwinds from rising credit defaults,Financial Times
2023-05-26,4205.4501953125,Unemployment rate falls to multi-decade low,MarketWatch
2023-05-30,4205.52001953125,Apple reports record quarterly revenue despite supply chain issues,The Economist
2023-05-31,4179.830078125,GDP growth beats expectations in strong Q2 report,AP Finance
2023-06-02,4282.3701171875,European Central Bank signals aggressive rate hike path,Business Insider
2023-06-05,4273.7900390625,Housing market shows signs of cooling after rate hikes,The Economist
2023-06-07,4267.52001953125,Emerging market currencies under pressure from strong dollar,Wall Street Journal
2023-06-13,4369.009765625,Germany enters recession as energy costs weigh on industry,Financial Times
2023-06-16,4409.58984375,"OPEC cuts oil production, sending crude prices higher",Forbes
2023-06-20,4388.7099609375,Oil majors post record profits as energy prices soar,AP Finance
2023-06-21,4365.68994140625,Bank stocks surge after stress test results released,Financial Times
2023-06-22,4381.89013671875,IMF warns of global recession risk following energy crisis,Bloomberg
2023-06-26,4328.81982421875,Nasdaq enters correction territory amid rate hike fears,AP Finance
2023-07-07,4398.9501953125,Brexit deal uncertainty rattles European markets,Business Insider
2023-07-13,4510.0400390625,GDP growth beats expectations in strong Q2 report,Financial Times
2023-07-17,4522.7900390625,"Bond yields hit 15-year high, pressuring equity valuations",Bloomberg
2023-07-19,4565.72021484375,Banking sector faces headwinds from rising credit defaults,MarketWatch
2023-07-20,4534.8701171875,"Central bank holds rates steady, signals pause in tightening",The Economist
2023-07-24,4554.64013671875,Tesla shares fall after disappointing delivery numbers,Reuters
2023-07-26,4566.75,US imposes new sanctions on Russia over Ukraine conflict,Business Insider
2023-07-28,4582.22998046875,"Bitcoin falls below $20,000 as crypto winter deepens",Forbes
2023-07-31,4588.9599609375,US imposes new sanctions on Russia over Ukraine conflict,The Economist
2023-08-02,4513.39013671875,Housing market shows signs of cooling after rate hikes,Bloomberg
2023-08-07,4518.43994140625,Merger talks between two major airlines collapse,CNBC
2023-08-08,4499.3798828125,"Wage growth accelerates, fueling inflation concerns",Business Insider
2023-08-15,4437.85986328125,"OPEC cuts oil production, sending crude prices higher",The Economist
2023-08-17,4370.35986328125,Trade deficit widens as imports outpace exports,MarketWatch
2023-08-18,4369.7099609375,"Wage growth accelerates, fueling inflation concerns",Wall Street Journal
2023-08-21,4399.77001953125,Brexit deal uncertainty rattles European markets,Reuters
2023-08-22,4387.5498046875,Oil prices surge as Middle East tensions escalate,Forbes
2023-08-23,4436.009765625,Banking sector faces headwinds from rising credit defaults,Business Insider
2023-08-24,4376.31005859375,"Central bank holds rates steady, signals pause in tightening",Bloomberg
2023-08-28,4433.31005859375,Semiconductor shortage eases as chip production ramps up,Business Insider
2023-08-30,4514.8701171875,Apple reports record quarterly revenue despite supply chain issues,The Economist
2023-08-31,4507.66015625,IMF warns of global recession risk following energy crisis,MarketWatch
2023-09-01,4515.77001953125,Renewable energy stocks surge on new climate legislation,Bloomberg
2023-09-12,4461.89990234375,Retail sales data signals consumer slowdown,Wall Street Journal
2023-09-14,4505.10009765625,"OPEC cuts oil production, sending crude prices higher",AP Finance
2023-09-18,4453.52978515625,Merger talks between two major airlines collapse,Business Insider
2023-09-21,4330.0,Apple reports record quarterly revenue despite supply chain issues,Bloomberg
2023-09-22,4320.06005859375,Tesla shares fall after disappointing delivery numbers,Financial Times
2023-09-25,4337.43994140625,"Wage growth accelerates, fueling inflation concerns",Forbes
2023-09-26,4273.52978515625,Federal Reserve raises interest rates amid inflation concerns,Financial Times
2023-09-27,4274.509765625,Retail sales data signals consumer slowdown,Bloomberg
2023-09-29,4288.0498046875,US imposes new sanctions on Russia over Ukraine conflict,Financial Times
2023-10-04,4263.75,"Wage growth accelerates, fueling inflation concerns",Business Insider
2023-10-05,4258.18994140625,IMF warns of global recession risk following energy crisis,MarketWatch
2023-10-11,4376.9501953125,Wall Street closes higher after positive jobs report,CNBC
2023-10-12,4349.60986328125,Retail sales data signals consumer slowdown,Bloomberg
2023-10-16,4373.6298828125,Bank stocks surge after stress test results released,Forbes
2023-10-17,4373.2001953125,Oil majors post record profits as energy prices soar,Forbes
2023-10-20,4224.16015625,"Central bank holds rates steady, signals pause in tightening",The Economist
2023-10-24,4247.68017578125,Apple reports record quarterly revenue despite supply chain issues,Financial Times
2023-10-25,4186.77001953125,Retail sales data signals consumer slowdown,The Economist
2023-10-27,4117.3701171875,Brexit deal uncertainty rattles European markets,Forbes
2023-11-02,4317.77978515625,Renewable energy stocks surge on new climate legislation,AP Finance
2023-11-07,4378.3798828125,Housing market shows signs of cooling after rate hikes,Reuters
2023-11-09,4347.35009765625,Germany enters recession as energy costs weigh on industry,Forbes
2023-11-10,4415.240234375,Oil majors post record profits as energy prices soar,Bloomberg
2023-11-14,4495.7001953125,Brexit deal uncertainty rattles European markets,Business Insider
2023-11-22,4556.6201171875,Semiconductor shortage eases as chip production ramps up,Business Insider
2023-11-24,4559.33984375,"Retail inventory levels rise, suggesting demand slowdown",Bloomberg
2023-11-28,4554.89013671875,IMF warns of global recession risk following energy crisis,Forbes
2023-11-30,4567.7998046875,Bank stocks surge after stress test results released,Forbes
2023-12-04,4569.77978515625,Renewable energy stocks surge on new climate legislation,Business Insider
2023-12-06,4549.33984375,Renewable energy stocks surge on new climate legislation,AP Finance
2023-12-07,4585.58984375,Housing market shows signs of cooling after rate hikes,Bloomberg
