date,headline,source,content,url,published_at
2024-04-14,"Britain is ‘now involved’ in Middle East conflict, warns Ellwood",The Telegraph,,https://news.google.com/rss/articles/CBMiogFBVV95cUxNbklJbTJ2Q2x3SF8zR0FEeTZ3TjBDTUtYR01iamlqdzRUOHUzTGVQM282QXVDT2FfY1VtdExmMW5EdE40VlZmblVNR0lLeFNUSi1wRW5OdjNhNWFUeVdHbENyNGZyNkxUYmtBT2Z2VFVBWDRRMnkyaDVYR3QwbG4xakVkMTBjTjBhMlNfaVVsWng0WWF6V3BNOU11ZEVaWUJtUnc?oc=5,2024-04-14 07:00:00
2024-04-14,Explainer: What is Iran's 'Axis of Resistance'?,RNZ,,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNSElOYVZXZEhkWk1oQjU3Z3MzOVdhSDQ1bThVZjZEWGxMcDVhbE11dDRiaFh0WXlUSFEyYVVXbEpQd2cwR0c3dmVmSU1MbFFQRmJJRWlyV1lSNVBVQlBlRUZMb05BUTMwdEwzSTl3Qnc4U3dDckw0MFA1cjFDcFpHN3JESXJDWnNuRTJN?oc=5,2024-04-14 07:00:00
2024-04-14,Gulf markets dip in sign of investor concern after Iran attacks Israel,CNBC,,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPdjdtLW5URTRHTEtaRjdpdG9wdnNXdXExN0dkWl9GUmpwdW1KZFRkNXFyRFRFc2lKajJ3MjlETFlvLVNtcDVlNF9aa2pRSXBIZjZQUXZiRDFOZmxIYmhjN2VJZUdoVkExMnREdThxSTNlZmtEWGt3VjB1OENtNEhFQlF3aG4td0lfRkJVeVFHUWpmZUFza0NpRHhSeF9fcGFQS1Y3Qno4SFQyODTSAbABQVVfeXFMUGZtTkphNjF4d0VabkRFS2FrNXNMM1ZHdGZHSmh5NVdtTGtfR0lwRzNQQk1vX295Z1RGd2hQMmUwQWZ4NERTMW1uMWtQUnVodTN0ZnppWUhGTHE2dXlkdEVWeHBScjZxcTYzTDNRdVBwZUVfVVBwYWdpVWduM05yZFF4elNENWRZOHptM0hVR0V1UXhGRDR0NEV3a3lMNC1pOWMwYV8wdGotaDZCaXR6UnA?oc=5,2024-04-14 07:00:00
2024-04-14,Here's what Wall Street expects from financial markets after Iran's attack on Israel,Fortune,,https://news.google.com/rss/articles/CBMitAFBVV95cUxPRDRuSktUSWp4RW9TVVE0dzB2eDFkRFgyNUlJLWVJX0Q3U04wRnJZOGRHRFVuUHlpNkZHU0d5WF9IN3hPdXdmcEtTNTh2bHo3N3d3X3ViRnFUS2F4bXcyZ3c5TWlINTVkVkRUbjVMel95dkFCRlBORURzaktFMnhoaENmWkRKTVRQLXUxUlVhX3JMMjNvZnFCcUxsampsQ0hMSFNoeXpWU2NRQlhvR0F0cXp1NVg?oc=5,2024-04-14 07:00:00
2024-04-14,Investors are overlooking a key sector of the stock market. 3 reasons market pros see big upside in energy,markets.businessinsider.com,,https://news.google.com/rss/articles/CBMivgFBVV95cUxOQjR1UzN4STM0ZnU5ZGdmcE5lUW5EcF9oV1RfUGRiXzJ3RHdzWUxlQUJwRDdINGZWdjFScTBkeXAyak9rdzRZYTZzYXB2SWRyVGt0OW9WanM5UExRVENyQXU0N3pIWm96cWdvV0xKNllaVy1scFctQXNERGljYm5LMWlxcmljZTRuSE5hX1llYmVZaFY5S0pLNDluQmFIMnpKRGxKXzVDX1p3TU5zb2tPQ2lKUU1YS0lyRzM2N1RB?oc=5,2024-04-14 07:00:00
2024-04-14,"Iran-Israel possible war may push crude to above $100 per barrel; can trigger panic selling, volatility in...",Moneycontrol.com,,https://news.google.com/rss/articles/CBMi_AFBVV95cUxOQUltcVpnQVFYMFdqUHJyZWUyVC1paXpzUnhDV1dZRnd5MVFPUGlTVTZXanRmbWZ3cTU2SnV0c1VOSmdMLTAwRFhYck03c1U3eUh5bEUtdUlYS0lOa1cyOVhlSzZ4TmsyUkxuTVpRN19tUUFFSTh3WkJ3RldIeFNFVUh4R2dGb0N5Wm1xc3FETU51b19JTm5hN2hCNURYRDByb2pHcWk1NEpvZUNNNktOclAyanQtRmc5dkl2dlg1aEpmTGMtUWlLTnN3LVJCSnpsbzk2LW15MzlzcHZWc2RHYy0tdFY0NVNKdjZpVGZDeHJJU3ZabXluVDVNWnPSAYICQVVfeXFMTVZSbEVlVlFpdkxLTXY0UU4waXZVZ0Z0d1dsQThxR2UySVNwTzhRbTBVQ3daNzMyblQ4UGlXbzFxVnZnbFhtUVhPRW9zQzlZcTdCWE9VTUxub1Via3dmeHdiQ3VSTktaUlRzZF90VGZvb1BqZjd3VThDOXBIaXlKdXFaV0tMbWhCVGIxUk1aUGI2QUpsQXNHZEN5d0pwMExtLS1qY2NzNHk2bDhGYk0xNHVjQnJaVC15M1VLRXlzQTVJb3FiRk9NQWdRREQ3cFJ6RlJDM2NjTndvS2Yzc0plX2NJZnFJWC03NXhzTEdTd1Z6dklndmFRMEJYbHFFdkVYZ1Nn?oc=5,2024-04-14 07:00:00
2024-04-14,Oil prices fall slightly after Israel fends off large-scale aerial attack by Iran,CNBC,,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOaVp4RTlQZTVBVlpCNEs1c0RfNGxuQzFfVmQ4Nkd3c1lYMlhjV0ZicFZJekY5ajJsN2tteHV5M255ZDN2SkR5VDBHUTJBbC0tbVUxRm4yS3VSZHBjaG9Cc01VVGpSVEl3QjZHLTBxcjBfRm1BblF2TF9sN09MdjdyTHhQbVllMGVDWGM2SzFuRDdka0kxZzBaWnpqRWVHQWY2bldxNmc2Ym8xc0d4VmZXT2c3ZHVZenFQV0x3WXlBQTZLckwyc0YtdTF1OWpGY3I40gHWAUFVX3lxTE9WS0hWN3lncFp1dnBieUZmeWNHZWlaa0s2TUZMa00zcDJOZlN0VVJWbWFBazl5SDJDOE40ZV8zZ1NNVHFSSnRlVW9keGlMOEVrdS1qZmY1aVl5bVBjOFZDR3dqZWpUSmVkc1QzWXlVRzVHRjBIY1p6aWlDbjFJTGxkNF9ULW5kcGp3aFBwOVFSTExvQWtENUNXcktUZHpmYmhubm9zRS0wYXNpZkwzLWdPazE1NnBFajNHejV6MmtUV2x1TEpjY3A3NlFzaFFHcnhYdEwzcVE?oc=5,2024-04-14 07:00:00
2024-04-14,Russian supersonic missile boat Marshal Shaposhnikov enters Mediterranean Sea,Al Arabiya English,,https://news.google.com/rss/articles/CBMiwwFBVV95cUxObmhCTEZZV3dIdkhPZmwwbVNDakJGakQ0QjlDWDR4SHhqQkNoaWxzZFFwbjNIUlltVkZ4c2VIMzdRNDNxdlpHdWVtNnJQcDZRZ3FXTE85S0tiMWFQU3hJNXRLRUNwYXgzSE9BaWFMWlBON0NoOE5lbmg2akxYeW95dFk3MXV2LUtycFZoMmFmVEJUb2VZNWowRXdNb2d1eW56TnM3ZkN3QnotdEJINlJZaTJPWjN5RXk1dXFaZXQ0RUhUam_SAcgBQVVfeXFMTzdnektpTU45UzI5dFFRMWUwYUY5UjNBMTh3Q2tnaWktZHBnWEdPVWNXUkZ2SjNBUmJ5NUNXVVY3Qi1uZGxES21CQng3QXVuZWFYUGdrMEZ3VkdUS3lDMVRvQjNEMzQ4eldoUkxlTlhKMTZnMk1HUkRnMHY3TnRkUXdGd0o5STk3TUw3VkJyMU9QMl9hcVF2aGNlRW1feXhrMWw4TkpvdjNObERrMFIzWDVhTlFyMDZvSDRoNjZtY3hvRzFUc01ocXU?oc=5,2024-04-14 07:00:00
2024-04-14,Top 5 ports in the Red Sea in 2024,Logistics Middle East,,https://news.google.com/rss/articles/CBMikAFBVV95cUxONUc4Tno0NDl3dTlHVjBWUUVKU0NQdm0zTGh4UFpVenpBOEJVLWtlWjRwWXJSUnluTW9kS3RTUzkyQ1FhYUh4STFCOHJ0RW8xZEZmaWlaUjhTU2xCYlJUVm14VGo0QU9mZ3VjUDZjZDFDUmtBTGM0T3RHTGZ5Ylc5WGZBTzNXdmZjejQ2WmxMTEQ?oc=5,2024-04-14 07:00:00
2024-04-14,U.S. Warships in Eastern Mediterranean Down Iranian Ballistic Missiles,USNI News,,https://news.google.com/rss/articles/CBMipAFBVV95cUxQWXBlYUR0bjFyWGVFcEI5WW1CbVZwY0JCS1FwbjV2REpuN3B3WTV3QnM0ck94LUVOSGNmVEtEbnIzVTFwY2JQaVo5TnFia3o4ZkZDRVNhMkI3N2tIUkNJRHJnTWVlX2tpR2JVZEJzZDlsYjlMcVNSbXQtNWhSZmpQUFI2ZHg4SmNMUGJ0UzdEb01wbVhjanBLTjVpMG03VVpHYTE2ZA?oc=5,2024-04-14 07:00:00
2024-04-14,US forces shot down over 75 Iranian missiles and drones in its biggest air-defense battle of the Middle East crisis,Business Insider,,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPYkxVbnhGT1U3eVl6YldTUFRYaUpvdHB6U3ZBY3VYUkZFaXdVSnZTOEZiRjhLdjI4SVVTZ2FEeU1TejhVU2JldDcxSXdtVThxZWJmTTRPLS10c2VaUVBzYnEwaUhiRWNWa29kdkJjd2VfWEFZVEgwck1fLU5wN0VpV2JDUHFmYkZPT252UXA4cjVMZWYwdHRkOWV5RXhxS3BoV2xKQ2RLV1k5QQ?oc=5,2024-04-14 07:00:00
2024-04-14,"US forces, allies, intercept more than 300 Iranian drones, missiles",Task & Purpose,,https://news.google.com/rss/articles/CBMie0FVX3lxTE5xUUNZOVlJVlFKY19wVXFtb1FMOTE4ZnRkY28taEdOUkdCZVFPNHBQMkpVNG9LeHM0MjFpdEZRUjJOMUVwRlZaNVB3QWVWTkZuajh1TjVOdGNhM1FfaUlQUzY5Y0UxUndVNlFDSVN0bm9mZzJRLVBjbndfYw?oc=5,2024-04-14 07:00:00
2024-04-14,Will Iran-Israel conflict lead to higher gold and oil prices? Economist Mohamed A. El-Erian says…,Mint,,https://news.google.com/rss/articles/CBMiigJBVV95cUxQZy0zTktUSTMwUHRDVG15YjBKTTNvMm05QTBzTVkydzRLakxTLXdZcS1jdGk4czF1d2E5OEVKTHN6UmE0QTZrWmJvb3hvd0JEMEVfdkQyZ0Z0RmxhcVJVU0MyN2tjeFljRWQzS3dZWlN4TnQ5clgxRDVXaW1IZUlYbklPdjRDWTliNWxTVFVyemJvazhTbFZWS2g4akRMbFJ0MDNBQ1drYXlDcWZMaTY0NHhZb0gtUnhlVUFNREY2c2ZORUlDeDBLNlRrVWFWUEdybHQzdWpsSXRpaDhLYXEyVURrYnV3aUpXUWctQkpDMXVIUFdYSk11TjJFVlRpQ1RWOFF5VU1RekIzUdIBjwJBVV95cUxNbzNKLV9xcG1CbWhiS1JuaHhfWkluekRwRmlOQ2hzc2tHZmlfNlZlZ0F4OFZmY0dkdlB3SnNqT3BIbVdKdFFSMVhGc2tBN3pCVm1uUWdjNkF6N0RoZ3RCSzVkN1pDWldoaHlrZGF2Z01uc1NpcjRYay1vNmh3RWtCTTg3WjFoWGhtbUhDWl96bU1KTXJ2Xy03bFR5aDFrcDVHNFFDSEJuVlRMNU1VUTdDNXB6Wm5aR2xuREFCOEpUd2ctS3duVzh5Unh6WTdMUmRUZ1hCTDIzWXQwc1RqeElFSjFXZ1Y1QklrMzdqV3NSeS1EalZNSUZnSW5icEN2R3BIbXFyNVVncnQ2UGo1U0Nv?oc=5,2024-04-14 07:00:00
2024-04-14,‘World War 3’: Iran’s attack on Israel brings back Nostradamus's eerie 2024 prediction of naval war | World News,hindustantimes.com,,https://news.google.com/rss/articles/CBMi7wFBVV95cUxOUWY0Vmw4ZENCdmhTSkhUdDNNSUxLVGdJM1o4bldKNHFZa3lmaTdDaHRtVFVCSUhsS1JraEd1QkMzYmRHTjgxOW1LS1VuZkNXSTdFYnNJQU9OZkx5ZnRwZXFZbF85QzFrcFhDcldSeU1NR3BhWlRzR2JHdEFScTZqNUNXaExFMGRvbVVBOHNydjY0bEh0OTJjemh5TTVmOE8wRDhmUGhKWHduNUpaVC1DQ0FuNVg2MGwwVk1oTTlNcE9XSzgwb3pRMmhlREJTeTZBSmJCM201QUQ0RW4yZUxZS3ZXQ0djQVNKaHpVdFhNVdIB9AFBVV95cUxPNnBYdlA5QVpOQkhJYVlBcUhMdFlaeFRMdGQ2TklHQ19qOUgtM0g0Vjh6ZEdsSGg5Q3BESllRYnNSR3BkVTdxMlN2MWZXT2pnNGtwV1dpOENvTVVMN1IxNERFU2VpR200YjNoWWFDbktpNTlSa2RXN1pvQ2djT2hLdnk5MC00MThzc2FwTGRNdzlpQW1JOXliZnppSmw1dmpyazh5SVNBZTB6MjNCZ0JwUVlyVk9QekVzbi16WVZvTnpURnU1d05vNEh2TEtPb3puUDFhNDJEdmRzM2FPMGg4cDlQVjBnTlpHWDdOOW9YQ1RsRzVj?oc=5,2024-04-14 07:00:00
2024-04-15,America Fueled the Fire in the Middle East,Quincy Institute for Responsible Statecraft,,https://news.google.com/rss/articles/CBMigwFBVV95cUxQZGFQdzNlNzMtU3ZJRmlUTUtKSTUySlpwWW9ueU11MlRPUjltTUl1Q0xaUzZNTXBkeG9kRE1HVWRNNmh3SkhQRGdOM0FONl91SkMwMGVWdksyZmFNQlNJMHR6bnExZW9nZzdkSmRqMHBWSDVUV2ppcmdJd3pReG1IS0JRMA?oc=5,2024-04-15 07:00:00
2024-04-15,Can China play a role in avoiding an all-out war in the Middle East?,CNN,,https://news.google.com/rss/articles/CBMifEFVX3lxTE16Ny1FbTN4MWlCeFhqN0RLaE9yVkc0YktWaUZ2Q2lLUGJGY2RVRHVUaDBSSWhibEpNTFhvQjlGTVZtc1NXekJRa3JtOE96X24yMkU2bWZtMWlva3RuQjlqWU10cGFHazRLbXBzbFotM05tbk4tS0QzYkItYk4?oc=5,2024-04-15 07:00:00
2024-04-15,Container shipping costs of Korea-EU route surge 40% amid Red Sea crisis,The Korea Times,,https://news.google.com/rss/articles/CBMirAFBVV95cUxOTmxoVTRRRjZjWVRNRjhlMk9iYjBNZVdvdndTLXVBOV94RlVBQ1c3Rnc4MmF1NGhtMWw2aTdJUGxmb1o1SnBySzgwUWkydE0tYjdidHJoZ29yb1ZWYzlNTE9SN256cUZkWng4N0czaDJTZWExS1l6SXlkVjQ5WktsVmgyRVRRWU9jTFBSUEF0eWRvZXJaNmNhSmZrV1JZc2hNR0Q4Z0ZCODhDVXdn0gGyAUFVX3lxTFBjczl4WjBvT1BPb2U1eHd5NXhjM0dPemVPOVM1M3hUS3FjSnY3UzRpNHN0bXdraDlJR1lvbjB5Mkl5WHNWQVFKRGx0MHBka0c1MTdzaFUyOUVMS1R5M0dNeGx6NlUxWHVUVzNtSDJqV1p5RzVKMU5qcFJ4a2UyWjBib3QyRlRadFdGcXR3OVZ4cVZPZWwyY2ZOWFZSSXhjSW8xcnlBUWJIQ1p5akpCelI3U0E?oc=5,2024-04-15 07:00:00
2024-04-15,"Crude oil prices can hit $100 a barrel if Iran-Israel tensions escalate, say experts",Mint,,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPWFFRZ2VOQU5EUWtGczU4elJuNUQyTnpCVGh0SG4xTWRKdFFvUVpJQlRTUE9pRnQyZkhNVl8zSkpEbFlYYU1CeEdKVjhmZUFucGpYajRrMmRwQkVXN0pGeXJCeTM0SW9sQXZsWjdiN1Y4OTluM3dYNUQ5Wmc4emtVLWVMNUpWX3BFeTNoYWViWEVjOXFaZUJtV3pMN0RYRVhwYXhpMkU1b01rUzFzcnNaUm0waTFRR29vaHp3ckpYV2VCSHFTNXdQXzZ3c0hQaHpMSG5yRHlPQmVFZ3pxWEc40gHkAUFVX3lxTE81MWw3ZWtva1d3MkN0cW1hYTQ0YU1DWkNzMXZ5aU5ES3ljU092TEdIdTlOU2l2aVNXa3ZNMVdwVFZVcjNjcGlBc0xPRXJ0WE5KcGVMaFdSVjhIS1NMaWpEVWU1enhBQmpPaUVHenNxZHlFVWFEeG1pQUUwOWNkOWd1X0QtWnpSMHdEY1NTS3BqNGloRldOaXpkTFA4cGNsbHc3b29lRzNXejBTRXNqZWxUTnVGd3Q1RjJnWk9sMnhMZGFNcFoxV1lYc0ZkQXJaSlRDSXZqZVNfdUw4amE0TVRDQjVzZA?oc=5,2024-04-15 12:00:24
2024-04-15,Inflation may affect interest rate cuts due to high auto insurance and gas prices,CBT News,,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPb0RmR3JFWFduV0tNdENhMkpDQXVQNWNkWTdfS2p1Ni1SZE9yRVlsbGtxVnAyeUNOdzRha1VFQi00V0FZeHA1QmZSN1RoS0tRak5oMmZuaEVyMEExMXVRNUlad0twa01DNTZwZ1ZkdDZ6ME1BVWo3SXlybUVNM1R2U0xkSFlKeU4xWkFZQWM3U3BSQzJWZ2J2YUMwWW5adWtSc2pLSExjZ3d2Zw?oc=5,2024-04-15 14:42:22
2024-04-15,Iran says MSC Aries vessel seized for 'violating maritime laws',Reuters,,https://news.google.com/rss/articles/CBMisAFBVV95cUxNU1F5R2xtV2hadnl0VC00MXNYSE5Mc2lMODBCVExyc3Ftay1ROWZxQkFYdzFNSUZMdVgtdnA0ZkJnUTdDbGExYXZHQkZhYzVYX0doTmZoNTFqYnpMYU15clB5c2tOSjVteWNNYkwtUjVKbExDQy1wSkh1OXRITFlPbTFuemJPeVdnRU5jOGNIaXNWeVVqMGdwYVFmcWRjb2JmcmJLdjU3a19CN0t0VEVqUQ?oc=5,2024-04-15 07:00:00
2024-04-15,Iran seizes UK owned boxship MSC Aries,Kuehne+Nagel,,https://news.google.com/rss/articles/CBMimAFBVV95cUxNUUhtNDJGaG5wSGRVeVVCVGJweVBqMWdJUG1xWmwxd3NOLWlEdklncHgxQUZrRVJEa3Mzdm01X0RiU213cFpPOUFpSXVIVFc0bl9YSlZjWnpUNVNYVlNUazZmVVFYbG5nNTg1aEpkYllmMng0dExrV1RZZFlSdGQ5RUpMbXd3RVVCb2ZXSFROdXZhZ1l6UmFqUg?oc=5,2024-04-15 07:00:00
2024-04-15,Iran-Israel Tensions: How do they impact Indian stock market? Here's what experts say,Mint,,https://news.google.com/rss/articles/CBMijAJBVV95cUxQNU9jMk1jR05nUzhmdmh1VXRjWFd5eWRjZmN3eURkUU1vcU0tN01IejlFR01kMGF5RkFGbHpIR01rdHFkQWV0cXRnWF8wcVFQVFhQNXdFazVFWEROUVR2S3V3TUVyeEVTNmxkVWNON29Kd3NiUnhwMDh5QWZPa2VaRE5rUTNxUUduR0hNRnMzMEJnM0swUkZvalI4MnRVMkgyU2ZaTm96ZDNxajBYcDBRQkVNbmxHNEU2cDVKT0NxZ0VXRmo3a0JielZrckhFZFlTdTczMjB2bzNIeGtUWnNBa0xydU9RY1J5ZEhJNW9PdktUZUE0RmF0UWExcTZfRDhLVTFGQUFub1BpLUM10gGSAkFVX3lxTFA2YVI1d2hrTzUzTkRqZmMzZmFKeTk2TVhCcGxPOG1VOHk0VkFUUzNkMl8wUVZ2X2o1VDVjb1FReEc1QlJxdXhUUEJhcjhyaW5aMDhEWW9HMmVXOEFCazRmc0h4WGJaeUpfU2pJSXoyS0N1RktRMmt4cFBiam1UZUdyNGg1NUQ4ZGdJa2VqaDlxSkNid2VmZnRUQm1YUkVsUGdsRThsWmFkR1V5bUkwT0FCaDlCajlsXzVqRUltbTZQdEh3ZzUta2VHVzF0X1BOT08tQ0EyYXRpcVZyNC1ma3M0ek9QU2psRHpiVXNfVUtXOWlod1dsQWpsai11SnhkUmY3SDEtMVZLYUpodDdYeGI4Qmc?oc=5,2024-04-15 07:00:00
2024-04-15,Iran-Israel conflict: What did Nostradamus predict for 2024 which has sparked World War 3 concerns?,The Economic Times,,https://news.google.com/rss/articles/CBMigwJBVV95cUxQUWhicFJYdTFueThTbDJKUFE0cmd3d01nLXpDQVo0TmFkUmM1X1psblZiLTBaaDdhdFJWQ1A4blVhX2JVUm5zNWJNNF9sbDhBSHlZaWdOTGM1Mi1FeEtEbnFoWXFXRGtJemVCNWJWSHMxNWh1UUMwRjZtdjRtakR1dUxXWDhpc3BfQm83VkwwVllhbjQzYVBhSEpkYnVTckpkcU85TGs5ZFk1dGdncVIxcnNNSEVwSTBnLXN4amc1TjhoZ3l6aHdXbEN6cWJFVEo1ZHctVDBBaEJheERtZzNWdm9VcFE5czZNMEpJUUFpSDRmZEVrcG5mQ2dNb3pMYVN3aFcw0gGIAkFVX3lxTE5SaHVMSkJIQzcxbGFHbnVfMk1kclFLczJYMktCajRXZDA0RENnejA5UVpsajNyT1k1WDJzZ2FzQXk2ZE0tUndwZGJMem9nWDdSWHdScmhJRTB0MkRxT3BjYUdiS3d1c3FLOGRmYzA1SzJLQWtFRnlyS0F3cnJXeG5oc0s0NVRWR2IxUkhoZDlVS3F2RThRMEt3d3czOGNMQmdxbFlKem4wZXJUUENCcFBNYWtmeWNhZktXQ21NdWo2QjlhNXVwYWxvZ2Fma3BrMDZJNExwLThxOV9fZS1TVzdpbk5XelNRSlVIQjRja0ZNakg3X0NTN2lUMEtpUUVxLU9Ga0V2eHVpTQ?oc=5,2024-04-15 07:00:00
2024-04-15,"Iran-Israel war: How this impacts stocks, gold and what should investors do",Business Standard,,https://news.google.com/rss/articles/CBMi3AFBVV95cUxPbXVzSy1BSnZTWlJQTEduNF9JdlZ2MUtlRk8teFZnbExINHJuNm9oNl84YVdxZG51NjUwbjlmRGRDZWw4cmRxa3MtU1phNmZxQlhjY2Q2Z2FUR0VzWGVUSjJPamVIbVJaUGcweDVUUWRZSFdyMjNxc25MWXBFOERKZzBKeWFUUkxqLXd4Zk9jdWFmWlF5SldLS0dBOE5tUjI3T3B4WVZPUGZKZldlYW1JT2JyeGlBV0VkWGYzbWdFWjkteXZGdHJvODJMNWxfeWN1bG8wbXFubjVjU0FV0gHiAUFVX3lxTE9SeVFORmo0bFpsTHJpMDMtT3pKMnBCNTREUm5STlE5V0tLZ01ydS1KaWF5RE9mNzhkSEk2bWVZUzluRERCM3N6aFUxR2NPdHcyeklZbEpic00xeDF5a1pKNnlvREVPSHo3VGNrQVlZWEozdHg4cXNmcHptaTJNMFJzN1lMakRVTDBKdHhBZG92YldVbF9ud0VIcjVRUmczeFVwWHRMTTFvcE5oM25jMV9ZbkQtX3ZkVFpTMlZCc0ZWbTgtR19vVmdLVm9aMUJmVjh5enB3R3d0N1JERHZoX0hKNkE?oc=5,2024-04-15 07:00:00
2024-04-15,"Middle East, North Africa estimated to grow 2.7% in 2024, up from 1.9% in 2023",Middle East Monitor,,https://news.google.com/rss/articles/CBMiugFBVV95cUxQVkszU3JKZk9oN0tCVHhSRnlzc2h0QTV6MGRoUGY1S2VGTFN2dnZvYU5PNUxlSmZyNEU2aWJEUGgxV1g0dHR1Zmtfd2FmTTVQdUhvR3ZaUGdnZVYyTjc1a3RFdUdyZTBuRmJQVXZrZDVxU0h4WFJTVGdaY0hfV2tha1RpZjZERERJNVR2d051TUVXZGM4VXJ4bEZWTXRtS2lCaFAtcmdvTmVMNGx0aXktRnhPVDZyalZWTGfSAb8BQVVfeXFMTW14U1QycVVpWXRxWHFZT1E1cU8tcnM3VUpTNUNKbndCTHZhcUM1ZWdQZW92TE5tWlBwWllGbkE1ejg5X28xSEZGLXE1YTl3SnlybmVYMUJoWksyNGRDUnRlMXpIWVdwdVg4SnNPa1EwTVNSYXFYTlE0RVRyTXdtNHJhNmREQUNRaHc2OHlZcjFpakV3Q05CdjBqblN1QXdNaXJCWVJQVXI2WEhreUViOWRJXzZJcmlTd3dmUmdkYU0?oc=5,2024-04-15 07:00:00
2024-04-15,News Iranian troops seize MSC box ship while Somali pirates net $5m ransom for bulker,The Loadstar,,https://news.google.com/rss/articles/CBMiowFBVV95cUxONjBNd2d5RlNoYXh4VFd1a0dLODZJclozb0hJZXVWS25leEZjQ2VoNlZsWmJ2VHdaaE5iYXkwZ3o0a3hETl8wS1E4ZHhLdkdSNUJQSEUwYXNvTGlJcXpBQkdDRnp0OXRWRXNyRUVHaDJXNmNBMWR6aWF5eUllejFzMmFiS0ZwalhTaWplVzJsV3dTUXlnR0lLUlZ0WUtLdzVvZF84?oc=5,2024-04-15 07:00:00
2024-04-15,Oil Traders Weigh Risks Of Iran-Israel Conflict In Tight Market,NDTV Profit,,https://news.google.com/rss/articles/CBMioAFBVV95cUxQZTA5SVJ3WGp6ZE5CWkRJTTdNbjcyOE9FU0ItdlR6aHoxU05LelNLdXk1bjlZUjhKNU5DcG8yVnRDRGp1czVNNjNEN2l0X09EcjVpbExuLW1oSVQ2S25xaHNrbFoySnFPUkZYU1BGeHNfTGdhanFyMkdIV0VieEh4c2h2RHVtNk1adUxqSjE2X1ZsYi1jS283T3ZZNkZQOXd50gGoAUFVX3lxTFBoU3pSV1M2ZFlVaENDbmlzTW1BYzF2ampfMHNLbXVhaFdKdW1ZeUFOZEVfMkl0Y19OVC0xOFl1cXVtOTVVZTQ0LWFTSWNjbEtKcGJrZU45Q21GTWcwSTBYNUFiM0xXMmJXRzdfZWk4ZzFEMEQ4WHQ0N3RrbWp4LVVUSFg3dGxwRFRNdlJaNUh1LV9VT2JKaXFvODBVR3RUQWJRcFppcEZ2OA?oc=5,2024-04-15 07:00:00
2024-04-15,Philippines urges non-escalation of situation in Middle East,Inquirer.net,,https://news.google.com/rss/articles/CBMiowFBVV95cUxOWWpGbHVZU1doQktZWnc3MC1FUEtWTEdFdGlRNF9lTmVNTjRFdmx3MUJYVk1vVFZLYjdsUHpIS0tvRUJQQlBlbXRmOU9jUGc0LUFNM2plS3lPelVIWGxXaDN0d2EzLTVpaUNieXYydXMwU25SN2pQdmx1S3A2aEpxTjVLLTc3SDRmZVhYdVgxTHdkYV9YSDJ2SERiY1BjNWplcWo40gGoAUFVX3lxTE1EbjZRdkZFT1JuTWpRbWVIMlVYRUtvRDFUMkVVOE1RaUZIeVBsbGlhUmJwUDBKd3hvM3I0WGt6SFd1b0RCd3NSRmdQUHZLeDgzT0VnZVRQS0RYcVN4TEdIXzY1cXF5MzVxc1ZtVzM0RktGQnQxbTVaRG1Gdmc4U0g4QzZ6RVVDODgtcDBXdkVpaDdneGtDUmZwS1UxRVlpUEt6eGxSdFZMWg?oc=5,2024-04-15 07:00:00
2024-04-15,Potential Hormuz Strait closure could prove much more significant than Red Sea disruption,Tradewinds News,,https://news.google.com/rss/articles/CBMi1wFBVV95cUxOWUJLQjROVTF3SkRwTllYNjNjOExyMXJwN0JiVjZ5WTdEZzVTMVhZMG5obU9yMHpSSG5JWkRnMzJ6N3RKZGZuUzZGcGZqckJLaFJxZVNLNEpCRU9QbEk3VU84WHhSZmdCUUhVNzFFR3FpazVhaWprSHRYQ0tPYUlfemRsZW10dnVxU0xabl9BdUQtSE5Mc044OXRtMXA2QU1wVERvTTJsMm9nLS10N3U1VTA3Njc0RHRSR3IxOW9CdHY5cnVkOUVKTkUwSmRTNlc5R0Z4TDVqdw?oc=5,2024-04-15 07:00:00
2024-04-15,Russian frigate crosses into Mediterranean Sea through Suez Canal,Anadolu Ajansı,,https://news.google.com/rss/articles/CBMirwFBVV95cUxOeVA3a0R2ZzNLR0lYd1R0c2EyalI5d3N6d2VMN1FUSTB4d0FHYkh4UVl0MzFKelUtSy1sSUZhaDNHR1VpazVsMlpoMUZXWXU1cVEyeDFRM091bEhyNElELUZ5eHNFQWE0bFo1NG55SmVzMTBHeTFndDZmN2dITzdwOF9BZU5ad0JlcFFzMDYzdUw1YXQ3VWFhVndLZV9wSGU0ZjR4SHd3NjlVdVRCbGVF?oc=5,2024-04-15 07:00:00
